1 808138 2774884 9068131 2439164
2 1782475 5449935 17754762 4448401
3 1905821 5920264 18701845 4953156
4 4058641 12675936 38719862 10896602
5 3330432 10583490 31388724 8171766
6 3070963 9126528 24869443 5504432
7 952354 2923244 8275931 2230429
8 858415 2577339 7151880 1599057
9 3524472 10637470 31527022 7334748
10 948840 2823596 8551289 2129672
